title,abstract,bodytext
Metagenomic Nanopore sequencing of influenza virus 1 direct from clinical respiratory samples 2 3,"Influenza is a major global public health threat as a result of its highly pathogenic variants, large 27 zoonotic reservoir, and pandemic potential. Metagenomic viral sequencing offers the potential of 28 a diagnostic test for influenza which also provides insights on transmission, evolution and drug 29 resistance, and simultaneously detects other viruses. We therefore set out to apply Oxford 30 Nanopore Technology to metagenomic sequencing of respiratory samples. We generated 31 influenza reads down to a limit of detection of 10 2 -10 3 genome copies/ml in pooled samples, 32 observing a strong relationship between the viral titre and the proportion of influenza reads (p = 33 4.7x10 -5 ). Applying our methods to clinical throat swabs, we generated influenza reads for 27/27 34 samples with high-to-mid viral titres (Cycle threshold (Ct) values <30) and 6/13 samples with low 35 viral titres (Ct values 30-40). No false positive reads were generated from 10 influenza-negative 36 samples. Thus Nanopore sequencing operated with 83% sensitivity (95% CI 67-93%) and 100% 37 specificity (95% CI 69-100%) compared to the current diagnostic standard. Coverage of full 38 length virus was dependent on sample composition, being negatively influenced by increased 39 host and bacterial reads. However, at high influenza titres, we were able to reconstruct >99% 40 complete sequence for all eight gene segments. We also detected Human Coronavirus and 41 generated a near complete Human Metapneumovirus genome from clinical samples. While 42 further optimisation is required to improve sensitivity, this approach shows promise for the 43 Nanopore platform to be used in the diagnosis and genetic analysis of influenza and other 44 respiratory viruses. 45 46","Influenza is a major global public health threat as a result of its highly pathogenic variants, large 27 zoonotic reservoir, and pandemic potential. Metagenomic viral sequencing offers the potential of 28 a diagnostic test for influenza which also provides insights on transmission, evolution and drug 29 resistance, and simultaneously detects other viruses. We therefore set out to apply Oxford 30 Nanopore Technology to metagenomic sequencing of respiratory samples. We generated 31 influenza reads down to a limit of detection of 10 2 -10 3 genome copies/ml in pooled samples, 32 observing a strong relationship between the viral titre and the proportion of influenza reads (p = 33 4.7x10 -5 ). Applying our methods to clinical throat swabs, we generated influenza reads for 27/27 34 samples with high-to-mid viral titres (Cycle threshold (Ct) values <30) and 6/13 samples with low 35 viral titres (Ct values 30-40). No false positive reads were generated from 10 influenza-negative 36 samples. Thus Nanopore sequencing operated with 83% sensitivity (95% CI 67-93%) and 100% 37 specificity (95% CI 69-100%) compared to the current diagnostic standard. Coverage of full 38 length virus was dependent on sample composition, being negatively influenced by increased 39 host and bacterial reads. However, at high influenza titres, we were able to reconstruct >99% 40 complete sequence for all eight gene segments. We also detected Human Coronavirus and 41 generated a near complete Human Metapneumovirus genome from clinical samples. While 42 further optimisation is required to improve sensitivity, this approach shows promise for the 43 The application of Oxford Nanopore Technologies (ONT; https://nanoporetech.com/) to 75 generate full-length influenza sequences from clinical respiratory samples can address these 76 challenges. ONT offers a 'third-generation', portable, real-time approach to generating long-read 77 sequence data, with demonstrated success across a range of viruses [21, [23] [24] [25] . To date, 78 Nanopore sequencing of influenza has been reported using high titre virus from an in vitro 79 culture system, producing full length genome sequences through direct RNA sequencing [26] or 80 targeted enrichment by either hybridisation of cDNA [27] or influenza-specific PCR amplification 81 [28] . 82 83 We therefore aimed to optimise a metagenomic protocol for detecting influenza viruses directly 84 from clinical samples using Nanopore sequencing. We determine its sensitivity compared to 85 existing diagnostic methods and its accuracy compared to short-read (Illumina) sequencing, 86 using clinical samples from hospital patients during an influenza season, and samples from a 87 laboratory controlled infection in ferrets. 88"
The deubiquitinating activity of Middle East respiratory syndrome 2 coronavirus papain-like protease delays the innate immune response 3 and enhances virulence in a mouse model 4 5 Robert,"Middle East respiratory syndrome coronavirus (MERS-CoV) continues to cause zoonotic infections 17 and serious disease, primarily in the Arabian Peninsula, due to repeated spill-over from dromedary 18 camels and subsequent nosocomial transmission. Approved MERS vaccines for use in animals or 19 humans are not currently available. MERS-CoV replication requires the virus-encoded papain-like 20 protease (PL pro ) to cleave multiple sites in the viral replicase polyproteins, thereby releasing 21 functional non-structural proteins. Additionally, PL pro is a deubiquitinating enzyme (DUB) that can 22 remove ubiquitin(-like) moieties from substrates, presumably to counteract host antiviral responses. 23 In previous work, we determined the crystal structure of MERS-CoV PL pro in complex with ubiquitin, 24 facilitating the design of PL pro mutations that impair DUB activity without affecting viral polyprotein 25 cleavage. Here, we introduced these DUB-inactivating mutations into the viral genome and 26 examined their impact on MERS-CoV infection both in cell culture and in a lethal mouse model. 27 Although overall replication of DUB-negative and wild-type (wt) recombinant MERS-CoV was 28 comparable in multiple cell lines, infection with DUB-negative virus markedly increased mRNA levels 29 for interferon (IFN)-β and IFN-stimulated genes. Moreover, compared to a wt virus infection, the 30 survival rate was significantly increased when DUB-negative MERS-CoV was used to infect transgenic 31 mice expressing a human MERS-CoV receptor. Interestingly, DUB-negative and wt MERS-CoV 32 replicated to the same titers in lungs of infected mice, but the DUB-negative virus was cleared faster, 33 likely due to the observed accelerated and better-regulated innate immune responses, in contrast to 34 delayed and subsequently excessive responses in wt virus-infected mice. This study provides the first 35 direct evidence that the DUB activity of a coronaviral protease contributes to innate immune evasion 36 and can profoundly enhance virulence in an animal model. Thus, reduction or removal of the innate 37 immune-suppressive DUB activity of PL pro s is a promising strategy for coronavirus attenuation in the 38 context of rational vaccine development.",The copyright holder for this preprint (which was not peer-reviewed) is the . https://doi.org/10.1101/751578 doi: bioRxiv preprint 6 107
Rapid metagenomic characterization of a case of imported COVID-19 in Cambodia,"Rapid production and publication of pathogen genome sequences during emerging disease outbreaks provide crucial public health information. In resource-limited settings, especially near an outbreak epicenter, conventional deep sequencing or bioinformatics are often challenging. Here we successfully used metagenomic next generation sequencing on an iSeq100 Illumina platform paired with an open-source bioinformatics pipeline to quickly characterize Cambodia's first case of COVID-","The ongoing outbreak of a novel coronavirus in China is now evident in 37 other countries as others employ vigilant screening procedures. 1 As of 24 Feb 2020, 119 SARS-CoV-2 genome sequences from 15 countries are publicly available from over 79,331 confirmed cases. 1,2 These viral genomes differ by only 0 to 5 mutations, likely representing a single introduction in the human population from an unknown reservoir or intermediate host, potentially bats. 3 Subsequently, the virus rapidly spread since December 2019. Currently, incubation period and transmissibility are questions of global concern, but difficult to answer given nonspecific and mild symptoms that could represent a variety of respiratory viruses. 4, 5 Genetic characterization of the virus from geographically diverse patient samples is key to infer the rate of spread. Additionally, rapid and complete results from cases worldwide are important for sequence-dependent countermeasures and accurate diagnostics. However, as the virus reaches resource-limited settings in proximity to the outbreak's epicenter, such as Cambodia, Laos, and Myanmar, there are often logistical challenges in surveillance, contact tracing, sample collection, and biospecimen transport. Information delay is also compounded by a dearth of sequencing and/or bioinformatics expertise in-country, further postponing analysis and dissemination of pathogen genomic information."
Evolutionary rate shifts suggest species-specific adaptation events 1 in HIV-1 and SIV 6,"The process of molecular adaptation following a cross-species virus transmission event is 9 currently poorly understood. Here, we identified 137 protein sites that experienced deceleration 10 in their rate of evolution along the HIV-1/SIV phylogeny, likely indicating gain-of-function and 11 consequent adaptation. The majority of such events occurred in parallel to cross-species 12 transmission events and varied between HIV-1 groups, indicating independent adaptation 13 strategies. The evolutionary rate decelerations we found were particularly prominent in 14 accessory proteins that counteract host antiviral restriction factors, suggesting that these factors 15 are a major barrier to viral adaptation to a new host. Surprisingly, we observed that the non-16 pandemic HIV-1 group O, derived from gorillas, exhibited more rate deceleration events than 17 the pandemic group M, derived from chimpanzees. We suggest that the species barrier is higher 18 when the genetic distance of the hosts increases. Our approach paves the way for subsequent 19 studies on cross-species transfers in other major pathogens.","The Human Immunodeficiency Viruses HIV-1 and HIV-2 are the causative agents of AIDS in 22 humans, infecting millions of people worldwide. Both viruses emerged from a clade of 23 lentiviruses known as the Simian Immunodeficiency Virus (SIV), which naturally infect a variety 24 of non-human primate species. HIV in humans arose from several independent transmission 25 events of primate SIVs that resulted in HIV-1 groups M and N (from SIV infecting chimpanzees, 26 SIVcpz), HIV-1 groups O and P (from SIV infecting gorillas, SIVgor), and HIV-2 groups A through H 27 (from SIV naturally infecting sooty mangabeys, SIVsmm) [1] [2] [3] . The gorilla infecting lentivirus, 28"
EPS8 facilitates uncoating of influenza A virus,"All viruses balance interactions between cellular machinery co-opted to support replication and host factors deployed to halt the infection. We used gene correlation analysis to perform an unbiased screen for host factors involved in influenza A virus (FLUAV) infection. Our screen identified the cellular factor epidermal growth factor receptor pathway substrate 8 (EPS8) as the highest confidence pro-viral candidate. Knockout and overexpression of EPS8 confirmed its importance in enhancing FLUAV infection and titers. Loss of EPS8 did not affect virion attachment, uptake, or fusion. Rather, our data show that EPS8 specifically functions during virion uncoating. EPS8 physically associated with incoming virion components, and subsequent nuclear import of released ribonucleoprotein complexes was significantly delayed in the absence of EPS8. Our study identified EPS8 as a host factor important for uncoating, a crucial step of FLUAV infection during which the interface between the virus and host is still being discovered.",Attachment and entry into a host cell is the first bottleneck virions encounter during infection. Virion entry requires efficient use of the host cell environment while simultaneously evading cellular immune responses.
Improving early epidemiological assessment of emerging Aedes-transmitted epidemics using historical data,"Model-based epidemiological assessment is useful to support decision-making at the beginning of an emerging Aedes-transmitted outbreak. However, early forecasts are generally unreliable as little information is available in the rst few incidence data points. Here, we show how past Aedestransmitted epidemics help improve these predictions. The approach was applied to the 2015-2017","accounting for spatial and population structure [19] . But in addition to specifying a model, selecting good parameter values is also essential to obtain good predictions. In models for directly transmitted diseases, this can come from realistic demographic and behavioral characteristics, for example the contact frequency between individuals [20] , mobility patterns [21, 22, 23, 24] , and from clinical and epidemiological characteristics like the duration of the serial interval [25] . Such information is less easily available and more limited for mosquito-transmitted diseases [26] . However, outbreaks of the same disease or diseases with similar routes of transmission may have occurred in the same or similar locations, so that relevant information may be recovered from the analysis of past outbreaks."
Prediction of New Coronavirus Infection Based on a Modified SEIR Model,"BACKGROUND The outbreak of the new coronavirus infection in Wuhan City, Hubei Province in December 2019, poses a huge threat to China and even global public health security. Respiratory droplets and contact transmission are the main routes of transmission of new coronaviruses. Compared with SARS and Ebola viruses, new coronavirus infections are infectious during the incubation period. Traditional SEIR (susceptibility-exposure-infection-Removal) There are some differences in conditions for the prediction of the epidemic trend of new coronavirus infection. The outbreak of the new coronavirus infection coincided with the Spring Festival before and after the Chinese Spring Festival.It is necessary to make appropriate optimization and amendments to the traditional model to meet the actual evolution of the epidemic situation.","At the beginning of the outbreak of the new coronavirus infection, some cases were related to the South China Seafood Market in Wuhan, Hubei. At first, it was diagnosed as ""unexplained pneumonia"", but it quickly spread to all parts of the country and parts of Southeast Asia, North America, and Europe. Wuhan City, Hubei Province, as a place of communication between the nine provinces, the large population movement, the influence of geographical factors, and the transmission characteristics of the new coronavirus have added many difficulties to the prevention and control of the epidemic. As of 13th February 2020, an outbreak of COVID-19 has resulted in 46,997 confirmed cases 1 CC-BY-NC-ND 4.0 International license It is made available under a author/funder, who has granted medRxiv a license to display the preprint in perpetuity."
The demyelinating agent cuprizone induces a male-specific reduction in binge eating in 2 the binge-prone C57BL/6NJ strain 3 4,Binge eating (BE) is a heritable symptom of eating disorders with an unknown genetic etiology. 32,"Binge eating (BE) is operationally defined as the consumption of a relatively large amount 54 of food over a short period of time, and is accompanied by feelings of loss of control (Amianto, 55 Ottone, Abbate Daga, & Fassino, 2015) . Repeated BE that occurs at least once per week for at 56 least three months is termed binge eating disorder (BED). BE has a lifetime prevalence of 57 approximately 4.5% (Hudson, Hiripi, Pope, & Kessler, 2007) and is associated with a number of 58 comorbid behavioral, mood, and physical disorders such as substance abuse, depression, 59 obesity, and chronic pain (Bulik & Reichborn-Kjennerud, 2003; Citrome, 2017; Hudson et al., 60 2007) . Although there is no sex difference in the lifetime prevalence of BE, women are nearly 61 twice as likely as men to progress to the more severe BED (3.5% vs. 2.0% respectively (Hudson 62 et al., 2007) . However, the etiology of this sex difference is not known. amygdala-hippocampus complex in AN, and greater frontal cortical response to food stimuli in 69 BED (Geliebter et al., 2006) . Another important neuroanatomical change common to multiple 70 types of ED involves changes in myelin which is the lipid-rich, membranous insulation sheath that 71 extends from oligodendrocytes to the axons and is involved in axon maintenance (via 72 oligodendrocyte signaling) and function, including rapid salutatory conduction of action potentials. 73 BN is associated with a reduction in fractional anisotropy, a brain imaging measure of white matter 74 integrity, in the corona radiata and corpus callosum ( For MAG detection, blots were incubated in a 1:5,000 dilution of anti-MAG antibody (EMD 194 Millipore, Burlington, MA, USA, #MAB1567) in 5% BSA in TBST overnight at 4C, then a 1:10,000 195 dilution of peroxidase conjugated donkey anti mouse antibody (Jackson Immunoresearch, West 196"
"North Carolina at Chapel Hill, 125 Mason Farm Rd","Using the RNA-dependent RNA polymerase (RdRp) from poliovirus (PV) as our model system, we 26 have shown that Lys-359 in motif-D functions as a general acid in the mechanism of nucleotidyl 27 transfer. A K359H (KH) RdRp derivative is slow and faithful relative to wild-type enzyme. In the 28 context of the virus, RdRp-coding sequence evolves, selecting for the following substitutions: I331F 29 (IF, motif-C) and P356S (PS, motif-D). We have evaluated IF-KH, PS-KH, and IF-PS-KH viruses and 30 enzymes. The speed and fidelity of each double mutant are equivalent. Each exhibits a unique 31 recombination phenotype, with IF-KH being competent for copy-choice recombination and PS-KH 32 being competent for forced-copy-choice recombination. Although the IF-PS-KH RdRp exhibits 33 biochemical properties within twofold of wild type, the virus is impaired substantially for 34 recombination in cells. We conclude that there are biochemical properties of the RdRp in addition to 35 speed and fidelity that determine the mechanism and efficiency of recombination. The interwoven 36 nature of speed, fidelity, the undefined property suggested here, and recombination makes it impossible 37 to attribute a single property of the RdRp to fitness. However, the derivatives described here may 38 permit elucidation of the importance of recombination on the fitness of the viral population in a 39 background of constant polymerase speed and fidelity.","In spite of the substantial resources that have been allocated by the National Institute of Allergy and 54 Infectious Diseases and the Centers for Disease Control and Prevention to support prediction of 55 emerging viral pathogens (https://www.niaid.nih.gov/research/emerging-infectious-diseases-7 plaque formation relative to KH PV (Fig. 2B) . Indeed, the specific infectivity of IF-KH PV was 141 equivalent to WT. The addition of PS to IF-KH reduced the efficiency of plaque formation; the 142 specific infectivity of IF-PS-KH PV was reduced by twofold relative to IF-KH PV (Fig. 2B) ."
Noroviruses subvert the core stress granule component G3BP1 to promote viral VPg-dependent translation,"Knowledge of the host factors required for norovirus replication has been hindered 2 by the challenges associated with culturing human noroviruses. We have combined 3 proteomic analysis of the viral translation and replication complexes with a CRISPR 4 screen, to identify host factors required for norovirus infection. The core stress 5 granule component G3BP1 was identified as a host factor essential for efficient 6 human and murine norovirus infection, demonstrating a conserved function across 7 the Norovirus genus. Furthermore, we show that G3BP1 functions in the novel 8 paradigm of viral VPg-dependent translation initiation, contributing to the assembly of 9 translation complexes on the VPg-linked viral positive sense RNA genome by 10 facilitating 40S recruitment. Our data suggest that G3BP1 functions by providing viral 11 RNA a competitive advantage over capped cellular RNAs, uncovering a novel 12 function for G3BP1 in the life cycle of positive sense RNA viruses and identifying the 13 first host factor with pan-norovirus pro-viral activity. 14 15 16",3
Assessing Topographic Structural Connectivity of the Human Basal Ganglia and Thalamus,"The basal ganglia and thalamus play an important role in cognition, procedural learning, eye movements, control of voluntary motor movements, emotional control, habit development, and are structures that are severely impacted by neurological disorders such as Alzheimer's disease, Parkinson's disease, or Tourette syndrome. To understand the structural connectivity of cortical and subcortical circuits in the healthy human brain could thus be of pivotal importance for detecting changes in this circuitry and to start early intervention, to assess the progress of movement rehabilitation, or the effectiveness of therapeutic approaches in neuropsychiatry. While conventional magnetic resonance imaging (MRI), positron emission tomography, or magnetoencephalography are able to provide detailed information about connectivity at the macro level, the sensitivity and specificity these imaging techniques put limits on the amount of detail one can obtain when measuring in vivo connectivity of human basal ganglia and thalamus. In contrast, the multiband diffusion echo planar imaging MRI sequence, which acquires multiple slices of the brain simultaneously, enables high resolution imaging of these brain structures with only short acquisition times at 3-Tesla field strength. Here, we introduce a novel protocol that allows us to generate comprehensive in vivo participant-specific probabilistic patterns and visualizations of the structural connections that exist within basal ganglia and thalamic nuclei. Moreover, we are able to map specific parcellations of these nuclei into sub-territories based on their connectivity with primary motor-, and somatosensory cortex. The detailed subcortical structural connectivity mapping introduced in this work could benefit early intervention and therapy methods for human movement rehabilitation and for treating neuropsychiatric disorders. author/funder. All rights reserved. No reuse allowed without permission.","The basal ganglia are part of several neuronal pathways that control emotional, motivational, and cognitive functions [Weyhenmer et al., 2007; Niv et al., 2007; Stocco et al., 2010] . They play a major role in the functioning of the complex extrapyramidal motor system, and functional abnormalities of the basal ganglia are associated with many movement disorders, such as Parkinson's and Huntington's disease, abulia or dystonia [Marin and Wilkosz, 2005; Baker et al., 2013; Cameron et al., 2010; Crossman, 2000 ]."
"Expanding the size limit of RNA viruses: Evidence of a novel divergent nidovirus in California sea hare, with a ∼ 35.9 kb virus genome","While RNA viruses thrive with massive structural and functional diversity, their genomes size variation is particularly low, ranging only from ∼ 2-to-33 kb. Here, I present the characterization of RNA sequences corresponding to the first virus associated with Aplysia californica. Genome structure and domain architecture suggest that the identified virus is a novel member of Nidovirales. The proposed aplysia californica nido-like virus (AcNV), with a genome sequence of ca.35,906 nt, represents the longest ever recorded RNA virus yet. Phylogenetic insights indicate that AcNV clusters in a major phylloclade of unclassified invertebrate nidoviruses, Roniviridae, and Mesoniviridae. Basal branching in this emerging cluster could indicate that",studies are exploring and elucidating the expression profiles of a global plethora of organisms.
A binning tool to reconstruct viral haplotypes from assembled contigs,"Infections by RNA viruses such as Influenza, HIV still pose a serious threat to human health despite extensive research on viral diseases. One challenge for producing effective prevention and treatment strategies is high intra-species genetic diversity. As different strains may have different biological properties, characterizing the genetic diversity is thus important to vaccine and drug design. Next-generation sequencing technology enables comprehensive characterization of both known and novel strains and has been widely adopted for sequencing viral populations. However, genome-scale reconstruction of haplotypes is still a challenging problem. In particular, haplotype assembly programs often produce contigs rather than full genomes. As a mutation in one gene can mask the phenotypic effects of a mutation at another locus, clustering these contigs into genome-scale haplotypes is still needed. Results: We developed a contig binning tool, VirBin, which clusters contigs into different groups so that each group represents a haplotype. Commonly used features based on sequence composition and contig coverage cannot effectively distinguish viral haplotypes because of their high sequence similarity and heterogeneous sequencing coverage for RNA viruses. VirBin applied prototype-based clustering to cluster regions that are more likely to contain mutations specific to a haplotype. The tool was tested on multiple simulated sequencing data with different haplotype abundance distributions and contig sizes, and also on mock quasispecies sequencing data. The benchmark results with other contig binning tools demonstrated the superior sensitivity and precision of VirBin in contig binning for viral haplotype reconstruction. Availability: https://github.com/chjiao/VirBin Contact: yannisun@cityu.edu.hk","High genetic diversity within viral populations has been observed in patients with chronic infection with RNA viruses such as HIV, HCV, etc (Sullivan et al., 2007; Perrin and Telenti, 1998) . The genetic diversity could be caused by multiple infections of different strains or by mutations during the virus replication inside the host. In the latter case, the high replication rate, coupled with the low fidelity of the viral polymerase in most RNA viruses, results in a group of different but related strains infecting the same host, which is often termed as ""quasispecies"" (Nowak, 2006) . Previous studies have revealed that patients with chronic virus infections, such as AIDS, are often the reservoir of new viral variants, which are likely produced during the replication process (MacLachlan and Dubovi, 2017) . Because different strains could have very different biological properties such as virulence, transmissibility, antiviral drug resistance etc, characterizing the genetic diversity within viral populations is very important for developing effective prevention and treatment strategies. For example, if some strains have developed antiviral drug resistance, they may become the dominant strains and lead to treatment failure. Thus, characterization of the strain-level diversity of viral populations is indispensable for understanding the viruses and is of great clinical importance."
"Molecular Modeling Evaluation of the Binding Effect of Ritonavir, Lopinavir and Darunavir to Severe Acute Respiratory Syndrome Coronavirus 2 Proteases","Three anti-HIV drugs, ritonavir, lopinavir and darunavir, might have therapeutic effect on coronavirus disease 2019 . In this study, the structure models of two severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) proteases, coronavirus endopeptidase C30 (CEP_C30) and papain like viral protease (PLVP), were built by homology modeling. Ritonavir, lopinavir and darunavir were then docked to the models, respectively, followed by energy minimization of the protease-drug complexes. In the simulations, ritonavir can bind to CEP_C30 most suitably, and induce significant conformation changes of CEP_C30; lopinavir can also bind to CEP_C30 suitably, and induce significant conformation changes of CEP_C30; darunavir can bind to PLVP suitably with slight conformation changes of PLVP. It is suggested that the therapeutic effect of ritonavir and lopinavir on COVID-19 may be mainly due to their inhibitory effect on CEP_C30, while ritonavir may have stronger efficacy; the inhibitory effect of darunavir on SARS-CoV-2 and its potential therapeutic effect may be mainly due to its inhibitory effect on PLVP.","In December 2019, coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) occurred in Wuhan, China, and then quickly became a rising global concern since World Health Organization had declared it as the sixth public health emergency of international concern (PHEIC) on 30 January 2020. By the time of 14:50 on February 8, 2020, 34638 COVID-19 cases had been confirmed in China and 723 patients died from it, resulting in a mortality of 2.2%. SARS-CoV-2 is a novel species of non-segmented positive-sense RNA virus which can spread and distribute in humans and other mammals [1] . Previous studies have discovered that SARS-CoV-2 belongs to a distinct clade from the β-coronavirus which is associated with human severe acute respiratory syndrome (SARS) and Middle East respiratory syndrome (MERS) [2] . Shi ZL et al found that SARS-CoV-2 shares 79.5% sequence identity to SARS-related coronavirus and is 96% identical at the whole-genome level to a bat coronavirus [3] , which corresponds to that the origin may be wild animals sold in Huanan Seafood Wholesale Market [4] . Recent clinical research found that dyspnea might occur on the fifth day and acute respiratory distress syndrome on the eighth day from first symptom of COVID-19 in median, organ dysfunction and death can also occur in severe COVID-19 cases [5, 6] . However, there is still no specific treatment for COVID-19. Finding drugs that can fight against SARS-CoV-2 is a top priority."
Optimising Renewal Models for Real-Time Epidemic Prediction and Estimation,"The effective reproduction number, Rt, is an important prognostic for 2 infectious disease epidemics. Significant changes in Rt can forewarn about 3 new transmissions or predict the efficacy of interventions. The renewal 4 model infers Rt from incidence data and has been applied to Ebola virus 5 disease and pandemic influenza outbreaks, among others. This model 6 estimates Rt using a sliding window of length k. While this facilitates 7 real-time detection of statistically significant Rt fluctuations, inference is 8 highly k -sensitive. Models with too large or small k might ignore meaning-9 ful changes or over-interpret noise-induced ones. No principled k -selection 10 scheme exists. We develop a practical yet rigorous scheme using the ac-11 cumulated prediction error (APE) metric from information theory. We 12 derive exact incidence prediction distributions and integrate these within 13 an APE framework to identify the k best supported by available data. We 14 find that this k optimises short-term prediction accuracy and expose how 15 common, heuristic k -choices, which seem sensible, could be misleading. 16 18 fectious disease epidemic is known as an incidence curve or epi-curve [1]. At 19 the population level, these curves offer prospective insight into the spread of a 20 disease by informing on the effective reproduction number, which defines the 21 average number of secondary infections induced by a primary one [2]. This 22","The time-series of infected cases (infecteds) observed over the course of an in-are provided in the Methods. The APE uses the window of data preceding time 126 s, (I s s−k+1 , Λ s s−k+1 ), to predict the incidence at s + 1 and assigns a log-score to 127 this prediction. This procedure is repeated over s ≤ t and for possible k-values. 128 The k achieving the minimum cumulated log-score is deemed optimal. Fig. 1 129 illustrates the APE for selecting between two windows k 1 and k 2 . Figure 1 : Window length selection using APE. An observed incidence curve (blue dots) is sequentially and causally predicted over time s ≤ t, using effective reproduction number estimates based on two possible windows lengths of k 1 and k 2 (green shaded). The true reproduction number (R s ) is drawn in dashed black (inset). Its estimates for each window length areR τ1(s) (dark grey) andR τ2(s) (light grey). Large windows (k 1 ) smooth over fluctuations. Small ones (k 2 ) recover these changes but are noisy. The APE assesses k 1 and k 2 via the log-loss of their sequential predictions (red error bars shown for predictions at t 1 and t 2 under k 1 and k 2 respectively). The k-window with the smaller APE is better supported by this incidence curve. The algorithm parameters are defined in Results."
