title,abstract,bodytext
How the Double Spherules of Infectious Bronchitis Virus Impact Our Understanding of RNA Virus Replicative Organelles,"Powered by advances in electron tomography, recent studies have extended our understanding of how viruses construct ""replication factories"" inside infected cells. Their function, however, remains an area of speculation with important implications for human health. It is clear from these studies that whatever their purpose, organelle structure is dynamic (M. Ulasli, M. H. Verheije, C. A. de Haan, and F. Reggiori, Cell. Microbiol. 12:844-861, 2010) and intricate (K. Knoops, M. Kikkert, S. H. Worm, J. C. Zevenhoven-Dobbe, Y. van der Meer, et al., PLOS Biol. 6:e226, 2008). But by concentrating on medically important viruses, these studies have failed to take advantage of the genetic variation inherent in a family of viruses that is as diverse as the archaea, bacteria, and eukaryotes combined (C. Lauber, J. J. Goeman, M. del Carmen Parquet, P. T. Nga, E. J. Snijder, et al., PLOS Pathog. 9:e1003500, 2013). In this climate, Maier et al. (H. J. Maier, P. C. Hawes, E. M. Cottam, J. Mantell, P. Verkade, et al., mBio 4:e00801-13, 2013) explored the replicative structures formed by an avian coronavirus that appears to have diverged at an early point in coronavirus evolution and shed light on controversial aspects of viral biology. Citation Neuman BW. 2013. How the double spherules of infectious bronchitis virus impact our understanding of RNA virus replicative organelles. mBio 4(6):e00987-13.","I n A Room of One's Own, Virginia Woolf wrote that ""I thought about how unpleasant it is to be locked out; and I thought how it is worse, perhaps, to be locked in."" As in other positive-stranded viruses, coronavirus replication is thought to take place in dedicated replicative organelles called double-membrane vesicles (DMVs) (1, 2) . However, it was noted from the earliest studies that unlike the organelles of togaviruses and nodaviruses, for example (3), coronavirus DMVs appeared to lack a portal for exporting newly synthesized RNA."
Effect of Olfactory Bulb Ablation on Spread of a Neurotropic Coronavirus into the Mouse Brain,"Previous results suggested that, after intranasal inoculation, mouse hepatitis virus (MHV), a neurotropic coronavirus, entered the central nervous system (CNS) via the olfactory and trigeminal nerves. To prove this hypothesis, the effect of interruption of the olfactory pathway on spread of the virus was studied using in situ hybridization . Unilateral surgical ablation of this pathway prevented spread of the virus via the olfactory tract on the side of the lesion . MHV RNA could be detected, however, at distal sites on the operated side, indicating that the virus spread via well-described circuits involving the anterior commissure from the control (intact) side of the brain . Viral transport via the trigeminal nerve was not affected by removal of the olfactory bulb, showing that the surgical procedure was specific for the olfactory pathway. These results prove conclusively that MHV gains entry to the CNS via a transneuronal route, and spreads to additional sites in the brain via known neuroanatomic pathways.","M ouse hepatitis virus (MHV),' a member of the coronavirus family, causes several diseases in small rodents, including hepatitis, gastroenteritis, and encephalomyelitis (1) . Strain JHM (MHVJHM) is a prototypic neurotropic strain and causes acute encephalitis as well as acute and chronic demyelinating disease in rats and mice (2-7) ."
Transcriptomic Characterization of the Novel Avian-Origin Influenza A (H7N9) Virus: Specific Host Response and Responses Intermediate between Avian (H5N1 and H7N7) and Human (H3N2) Viruses and Implications for Treatment Options,"A novel avian-origin H7N9 influenza A virus (IAV) emerged in China in 2013, causing mild to lethal human respiratory infections. H7N9 originated with multiple reassortment events between avian viruses and carries genetic markers of human adaptation. Determining whether H7N9 induces a host response closer to that with human or avian IAV is important in order to better characterize this emerging virus. Here we compared the human lung epithelial cell response to infection with A/Anhui/ 01/13 (H7N9) or highly pathogenic avian-origin H5N1, H7N7, or human seasonal H3N2 IAV. The transcriptomic response to H7N9 was highly specific to this strain but was more similar to the response to human H3N2 than to that to other avian IAVs. H7N9 and H3N2 both elicited responses related to eicosanoid signaling and chromatin modification, whereas H7N9 specifically induced genes regulating the cell cycle and transcription. Among avian IAVs, the response to H7N9 was closest to that elicited by H5N1 virus. Host responses common to H7N9 and the other avian viruses included the lack of induction of the antigen presentation pathway and reduced proinflammatory cytokine induction compared to that with H3N2. Repression of these responses could have an important impact on the immunogenicity and virulence of H7N9 in humans. Finally, using a genome-based drug repurposing approach, we identified several drugs predicted to regulate the host response to H7N9 that may act as potential antivirals, including several kinase inhibitors, as well as FDA-approved drugs, such as troglitazone and minocycline. Importantly, we validated that minocycline inhibited H7N9 replication in vitro, suggesting that our computational approach holds promise for identifying novel antivirals. IMPORTANCE Whether H7N9 will be the next pandemic influenza virus or will persist and sporadically infect humans from its avian reservoir, similar to H5N1, is not known yet. High-throughput profiling of the host response to infection allows rapid characterization of virus-host interactions and generates many hypotheses that will accelerate understanding and responsiveness to this potential threat. We show that the cellular response to H7N9 virus is closer to that induced by H3N2 than to that induced by H5N1, reflecting the potential of this new virus for adaptation to humans. Importantly, dissecting the host response to H7N9 may guide host-directed antiviral development.","human adaptation, including PB2 E627K and hemagglutinin (HA) Q226L (11, 13) . The consequence of these mutations for the host response has not been assessed. Previous studies of H7N9 virus-host interaction have focused on transmissibility and HA binding properties. The H7N9 strain A/Anhui/01/13 (Anhui01) has a mixed ␣2-3/␣2-6 receptor preference, associated with a capacity to efficiently transmit by direct contact but poorly by respiratory droplets in the ferret model (14) . These properties are intermediary between human seasonal influenza viruses that have an ␣2-6 preference and efficiently transmit by respiratory droplets and H5N1 viruses with an ␣2-3 preference that do not transmit efficiently in either respiratory droplet or direct-contact transmission models (14, 15) . Crystallographic structures of HA from H7N9 strains isolated from human patients show that increased avidity for human receptors compared to that of avian H7 virus is due to the Q226L and G186V mutations (16) . Assays of HA binding to human tissue sections revealed an intermediate binding pattern between human IAV (preferentially binding nonciliated cells of apical regions of the trachea) and H5N1 (binding alveolar sections). In addition, a single mutation, G228S, substantially increased HA binding to human receptors in the human respiratory tract (17) ."
Brief Communication Psychological Responses among Humidifier Disinfectant Disaster Victims and Their Families,"To substantiate psychological symptoms following humidifier disinfectant (HD) disasters, counseling records of 26 victims and 92 family members of victims (45 were bereaved) were analyzed retrospectively. Among the victims, 34.6% had Clinical Global Impression-Severity scores of over 4, which meant they were moderately ill. While anxiety/fear and depression with respiratory symptoms were frequently observed in victims and family members, chronic psychological distress such as alcohol/smoking abuse and insomnia was relatively high in bereaved family members. In conclusion, it is important to provide mental health support for victims and their families, focusing on the characteristic symptoms of each group as well as monetary compensation.","In Korea, several types of chemical disinfectants that had been widely used in humidifiers since 1994 were found to be associated with lung injury, including interstitial pneumonitis and widespread lung fibrosis, 1,2 collectively referred to as humidifier disinfectant-associated lung injury (HDLI). In 2011, the Korea Centers for Disease Control and Prevention and the Korean Ministry of Environment began a program to collect information on individuals with respiratory disease, including lung injury, who presumed their disease to be related to the use of humidifier disinfectants (HDs), in order to determine the veracity of these claims. Approximately 75.6% of Korean children used humidifiers, and 31.1% of children were exposed to HDs. 3 As of March 2018, the number of cases of respiratory damage reported by people who thought their diseases were related to HDs exceeded 6,000. Among these cases, to date, a total of 416 people (179 deaths and 237 survivors) have been judged as having suffered from HDLI. 4 Though there have been various studies on related issues such as the examination of causal relationships between respiratory damage and HD use, 1,5-9 discussion on a national surveillance system to track toxic chemical substances, 10 and the government's legal liability, 11 few studies focusing on psychological responses among victims have been conducted. Considering that several studies related to the sequelae of toxic chemical substance disasters pointed out physical and psychological symptoms such as posttraumatic stress disorder (PTSD), anxiety, and depression among victims, 12-14 it is important to investigate psychological responses in the aftermath of HD disasters."
Electrospray ionisation-cleavable tandem nucleic acid mass tag-peptide nucleic acid conjugates: synthesis and applications to quantitative genomic analysis using electrospray ionisation-MS/MS,"The synthesis and characterization of isotopomer tandem nucleic acid mass tag-peptide nucleic acid (TNT-PNA) conjugates is described along with their use as electrospray ionisation-cleavable (ESI-Cleavable) hybridization probes for the detection and quantification of target DNA sequences by electrospray ionisation tandem mass spectrometry (ESI-MS/MS). ESI-cleavable peptide TNT isotopomers were introduced into PNA oligonucleotide sequences in a total synthesis approach. These conjugates were evaluated as hybridization probes for the detection and quantification of immobilized synthetic target DNAs using ESI-MS/MS. In these experiments, the PNA portion of the conjugate acts as a hybridization probe, whereas the peptide TNT is released in a collision-based process during the ionization of the probe conjugate in the electrospray ion source. The cleaved TNT acts as a uniquely resolvable marker to identify and quantify a unique target DNA sequence. The method should be applicable to a wide variety of assays requiring highly multiplexed, quantitative DNA/RNA analysis, including gene expression monitoring, genetic profiling and the detection of pathogens.","Mass spectrometry has much to offer the field of genomic analysis, particularly in terms of multiplexed analysis and accurate quantification. To date, many mass spectrometry-based approaches for genomic analysis have been based on direct detection of nucleic acids particularly using matrix assisted laser desorption ionisation time-offlight (MALDI TOF) MS analysis. MALDI TOF is well suited to this approach due to the high mass range achievable by TOF analysis, however, MALDI TOF instrumentation is relatively expensive and sample preparation can be quite laborious. In addition, direct analysis of nucleic acids by mass spectrometry suffers from problems such as depurination leading to fragmentation (1) or cation adduct formation (2, 3) . These issues notwithstanding, MALDI TOF analysis of nucleic acids has been applied to DNA sequencing (4, 5) , RNA sequencing (6, 7) , analysis of DNA tandem repeats (8) . In particular, PNA probes, with and without noncleavable mass modifiers, have been used for characterization of genomic DNA libraries (9) , detection of DNA methylation (10) and detection of single nucleotide polymorphisms (SNPs) (11, 12) by MALDI TOF mass spectrometry."
"Alternative autophagy, brefeldin A and viral trafficking pathways","Two topics that have attracted recent attention in the field of autophagy concern the source of the membrane that is used to form the autophagosome during macroautophagy and the role of noncanonical autophagic pathways. The 2 topics may converge when considering the intersection of autophagy with viral infection. We suggest that noncanonical autophagy, which is sensitive to treatment with brefeldin A, may converge with the infectious cycles of certain DNA and RNA viruses that utilize membrane from the ER and cis-Golgi.","Alternative macroautophagy/autophagy is being reported in an increasing number of papers since it was first described. [1] [2] [3] Two forms of alternative autophagy are called (i) noncanonical BECN1-independent autophagy and (ii) ATG5-and ATG7independent autophagy. In canonical autophagy, autophagosome biogenesis is initiated at the ER-derived omegasome and/ or via a phagophore, although the precise mechanism has not been defined and the source of the membrane donor is the cause of an ongoing debate. Evidence points to the Golgi apparatus as an important membrane source for autophagosome formation. One distinctive feature common to both forms of alternative autophagy, however, is its inhibition by the 16-carbon lactone brefeldin A (BFA), which exerts its disruptive effect at the cis-Golgi, further demarcating a contribution of the Golgi with regard to autophagosome biogenesis; 4, 5 in prior studies, canonical autophagy was not inhibited by BFA treatment. 6, 7 The ATG5-and ATG7-independent but BECN1-dependent autophagy pathway was first documented in mouse embryonic fibroblasts (MEFs) that lack ATG5. 2 Treatment with the stressor etoposide leads to equal numbers of autophagosomes per cell in ATG5 C and ATG5 ¡ MEFs. Furthermore, treatment of both ATG5 C and ATG5 ¡ MEFs with 3-methyladenine suppresses autophagosome formation. However, examination of the autophagosomes in the ATG5 ¡ cells disclosed an absence of LC3-II modification. Furthermore, treatment with BFA inhibits autophagy in the ATG5 ¡ cells but not in the ATG5 C cells. Similar results are obtained in ATG7 ¡ MEFs."
"Citation: Molecular Therapy-Nucleic Acids (2012) 1, e56; Molecular Therapy-Nucleic Acids (2012) 1, e56","In this study, we investigated lentiviral vector development and transduction efficiencies in well-differentiated primary cultures of pig airway epithelia (PAE) and wild-type pigs in vivo. We noted gene transfer efficiencies similar to that observed for human airway epithelia (HAE). Interestingly, feline immunodeficiency virus (FIV)-based vectors transduced immortalized pig cells as well as pig primary cells more efficiently than HIV-1-based vectors. PAE express TRIM5α, a well-characterized species-specific lentiviral restriction factor. We contrasted the restrictive properties of porcine TRIM5α against FIV-and HIV-based vectors using gain and loss of function approaches. We observed no effect on HIV-1 or FIV conferred transgene expression in response to porcine TRIM5α overexpression or knockdown. To evaluate the ability of GP64-FIV to transduce porcine airways in vivo, we delivered vector expressing mCherry to the tracheal lobe of the lung and the ethmoid sinus of 4-week-old pigs. One week later, epithelial cells expressing mCherry were readily detected. Our findings indicate that pseudotyped FIV vectors confer similar tropisms in porcine epithelia as observed in human HAE and provide further support for the selection of GP64 as an appropriate envelope pseudotype for future preclinical gene therapy studies in the porcine model of cystic fibrosis (CF).","Mice with null CFTR mutations [1] [2] [3] [4] or specific disease-associated CFTR mutations [5] [6] [7] have provided many insights into cystic fibrosis (CF) disease; however, they do not recapitulate several aspects of the lung disease pathogenesis. The recent development of alternative CF animal models 8-10 provides a new resource for preclinical therapeutic studies. Importantly, the CF pig exhibits many similarities to CF in humans including multiorgan system involvement (sinus, lung, pancreas, intestine, liver) and the presence of an airway mucosal host defense defect at birth. 9, 11 The cell types comprising the conducting airway epithelium in pigs and humans are similar, and notably lack the ~50% bronchiolar exocrine cells typical of mice. The pig bronchial epithelium is pseudostratified and contains ciliated, basal, and goblet cells, and abundant submucosal glands (reviewed in ref. 12) . Importantly, the distribution of submucosal glands in the conducting airways and the CFTR-dependent and -independent secretion of liquid and macromolecules is similar to human submucosal glands. [13] [14] [15] [16] Thus, pig airway cell composition is much more akin to human airways than are those of mice."
"Engineering a Replication-Competent, Propagation-Defective Middle East Respiratory Syndrome Coronavirus as a Vaccine Candidate","Middle East respiratory syndrome coronavirus (MERS-CoV) is an emerging coronavirus infecting humans that is associated with acute pneumonia, occasional renal failure, and a high mortality rate and is considered a threat to public health. The construction of a full-length infectious cDNA clone of the MERS-CoV genome in a bacterial artificial chromosome is reported here, providing a reverse genetics system to study the molecular biology of the virus and to develop attenuated viruses as vaccine candidates. Following transfection with the cDNA clone, infectious virus was rescued in both Vero A66 and Huh-7 cells. Recombinant MERS-CoVs (rMERS-CoVs) lacking the accessory genes 3, 4a, 4b, and 5 were successfully rescued from cDNA clones with these genes deleted. The mutant viruses presented growth kinetics similar to those of the wild-type virus, indicating that accessory genes were not essential for MERS-CoV replication in cell cultures. In contrast, an engineered mutant virus lacking the structural E protein (rMERS-CoV-⌬E) was not successfully rescued, since viral infectivity was lost at early passages. Interestingly, the rMERS-CoV-⌬E genome replicated after cDNA clone was transfected into cells.","likely have not required hospital assistance. In fact, recent data suggest that mild respiratory illness might also be part of the clinical spectrum of MERS-CoV infection (3) . In addition to mild or acute respiratory illness, other reported clinical symptoms are abdominal pain and diarrhea, fever, and in some cases, renal failure (9) . Many hospitalized cases occurred in persons with chronic underlying medical conditions or immunosuppression (3, 13) . The virus loads are highest in lower respiratory tract samples, although low concentrations of viral RNA can also be found in stool, urine, and blood samples (12) ."
Use of Obstetric Practice Web Sites to Distribute Zika Virus Information to Pregnant Women During a Zika Virus Outbreak,"Objective: To describe the current use of obstetric practice Web sites to disseminate Zika virus information to patients. Design: Review of 913 randomly selected practice Web sites and associated social media accounts in January and August 2016. Setting: Obstetric practice Web sites and associated social media accounts, United States of America. Participants: N/A. Main Outcome Measures: Proportion of obstetric practice Web sites and linked social media accounts providing Zika virus information.","D issemination of health-related information to at-risk populations during an emergency is an important role of public health organizations and a central tenet in any public health response. 1 The importance of accurate, readily available health information has been highlighted as a necessity during prior public health emergencies such as severe acute respiratory syndrome (2003), H1N1 (2009), and Ebola virus (2014) outbreaks. [2] [3] [4] The Zika virus emergency is another example of a situation where the public is actively seeking information on a public health threat. Public health professionals at all levels have attempted to respond to this demand with a wide array of Internet-based tools and information portals. [5] [6] [7] [8] During a public health emergency, the Internet offers convenient access to unparalleled quantities of information, making it an attractive tool for finding the answer to a specific health question. Despite its popularity, one of the most glaring critiques of the Internet as a health resource is the inability of a consumer to verify the accuracy of much of the information. [9] [10] [11] This particular weakness may be more pronounced in a situation where the scientific knowledge base is rapidly evolving, such as in the case with the Zika virus epidemic. Public health recommendations are often made on the basis of emerging data and are frequently subject to change as remaining knowledge gaps are filled. When faced with such rapidly changing circumstances, patients often look to their health care provider to verify the accuracy of the information and personalize it to their particular situation. 12, 13 However, time constraints placed on clinical encounters and long periods of time between visits often result in providers lacking the ability to adequately answer all of the questions their patients may have. Furthermore, providers may be unaware of or unable to direct patients to a single resource that answers all their questions."
Mechanisms of Severe Acute Respiratory Syndrome Coronavirus- Induced Acute Lung Injury,"Systems biology offers considerable promise in uncovering novel pathways by which viruses and other microbial pathogens interact with host signaling and expression networks to mediate disease severity. In this study, we have developed an unbiased modeling approach to identify new pathways and network connections mediating acute lung injury, using severe acute respiratory syndrome coronavirus (SARS-CoV) as a model pathogen. We utilized a time course of matched virologic, pathological, and transcriptomic data within a novel methodological framework that can detect pathway enrichment among key highly connected network genes. This unbiased approach produced a high-priority list of 4 genes in one pathway out of over 3,500 genes that were differentially expressed following SARS-CoV infection. With these data, we predicted that the urokinase and other wound repair pathways would regulate lethal versus sublethal disease following SARS-CoV infection in mice. We validated the importance of the urokinase pathway for SARS-CoV disease severity using genetically defined knockout mice, proteomic correlates of pathway activation, and pathological disease severity. The results of these studies demonstrate that a fine balance exists between host coagulation and fibrinolysin pathways regulating pathological disease outcomes, including diffuse alveolar damage and acute lung injury, following infection with highly pathogenic respiratory viruses, such as SARS-CoV.","revealed the presence of exudative-phase DAD along with increased numbers of macrophages in the lung (1, 6) . Many patients also had lung hemorrhage, noncardiogenic pulmonary edema, and/or hyaline membrane formation in the alveolar spaces. Patients with longer-term disease (Ͼ10 days postinfection [dpi]) manifested with proliferative-or organizing-phase DAD that encompassed 25% to 100% of the lung (8) . They also had signs of lung fibrosis in both alveolar and interstitial spaces. SARS survivors continue to show lingering effects of their illness with complications including reduced lung elasticity and function (9) ."
The ATF6 branch of unfolded protein response and apoptosis are activated to promote African swine fever virus infection,"African swine fever virus (ASFV) infection induces apoptosis in the infected cell; however, the consequences of this activation on virus replication have not been defined. In order to identify the role of apoptosis in ASFV infection, we analyzed caspase induction during the infection and the impact of caspase inhibition on viral production. Caspases 3, 9 and 12 were activated from 16 h post-infection, but not caspase 8. Indeed, caspase 3 activation during the early stages of the infection appeared to be crucial for efficient virus exit. In addition, the inhibition of membrane blebbing reduced the release of virus particles from the cell. ASFV uses the endoplasmic reticulum (ER) as a site of replication and this process can trigger ER stress and the unfolded protein response (UPR) of the host cell. In addition to caspase 12 activation, indicators of ER stress include the upregulation of the chaperones calnexin and calreticulin upon virus infection. Moreover, ASFV induces transcription factor 6 signaling pathway of the UPR, but not the protein kinase-like ER kinase or the inositol-requiring enzyme 1 pathways. Thus, the capacity of ASFV to regulate the UPR may prevent early apoptosis and ensure viral replication.","African swine fever virus (ASFV) is a double-stranded large DNA virus that induces an acute disease of swine in which apoptosis has a central role in pathogenesis. Virus infection elicits apoptosis in target and immune defense cells. 1 The large repertoire of anti-apoptotic proteins encoded by the virus reflects the relevance of apoptosis in limiting viral replication in host cells. Many DNA viruses encode structural and functional homologs of anti-apoptotic Bcl-2 proteins, named viral Bcl2, including the A179L gene of ASFV. 2 In common with other viruses, ASFV has several strategies to block apoptotic pathways in order to complete virus replication. ASFV encodes proteins involved in apoptosis inhibition, thereby delaying the final execution step of the apoptotic pathway, which occurs only at late post-infection times. Programmed cell death itself may be relevant for the final release of virus particles within apoptotic bodies, which would provide this virus with a mechanism to spread, thus evading the immune system. The central component of the apoptotic machinery is the caspase proteolytic system. There are two groups of caspases: upstream initiator caspases, such as caspases 8 and 9, which cleave and activate other caspases; and downstream effector caspases, including caspase 3, which cleave a variety of cellular substrates, thereby disassembling cellular structures or inactivating enzymes. 3 Caspase 12 is associated with the cytoplasmic face of the endoplasmic reticulum (ER) and it cleaves to an active form in response to ER stress. 4 The ER stress response, also called the unfolded protein response (UPR), is mediated by three transmembrane proteins: (i) the protein kinase-like ER resident kinase (PERK); (ii) the activating transcription factor 6 (ATF6); and (iii) the inositol-requiring enzyme 1 (IRE1). 5 These three proteins are associated with the ER chaperone BiP/Grp78, which prevents their aggregation and further activation. However, when misfolded proteins accumulate, BiP is released, thus allowing UPR activation. Activated PERK phosphorylates the eukaryotic initiation factor 2a (eIF2a), thus resulting in translation attenuation to counterbalance enhanced protein accumulation. This counterbalancing effect includes the upregulation of the pro-apoptotic mRNA CHOP (c/EBP homologous protein) and mRNA encoding GADD34 (growth arrest and DNA-damage-inducible protein-34), whose association with the protein phosphatase 1 (PP1) leads to the dephosphorylation of eIF2a. 5 Activated IRE1 removes 26 nucleotides from X-box binding protein-1 (XBP1) mRNA, thereby altering the open reading frame and causing the translation of an active transcription factor. 6 The spliced form of XBP1 protein (sXBP1) is involved in the transcriptional activation of a number of genes, including the ER mannosidase-like protein EDEM, which participates in protein degradation. Finally, activated ATF6 exits ER compartment to migrate to the Golgi apparatus where it is cleaved by proteases. 7 ATF6 cytosolic fragment is a transcription factor responsible for the transcriptional induction of XBP1 as well as many ER chaperone-encoding genes. 5 However, when cells are unable to recover from ER stress, apoptosis occurs."
